lyrics_tokens,song_name,artist
เธอ อยู่ ตรงนั้น ยืน อยู่ ข้าง ฉัน ฉัน ไม่ เคย แม้แต่ ฝัน ว่า จะ ได้ พบ เธอ ท่ามกลาง ฮู้ คน ทั้งเมือง อีก เป็น ล้าน โดย ไม่ต้อง ตามหา ใคร เมื่อ เธอ ครอบครอง ฉัน ฉัน เคย เป็น อีก คน ใน เมือง แห่ง ความ เหงาใจ ที่ ไม่ เคย มี ตัวตน จน เธอ เข้ามา ครอบครอง หัวใจ เหมือนว่า ห้อง ของ ฉัน กลับ เปลี่ยนสี ไป มัน สวยงาม เกิน กว่า จะ พบ ได้ ที่ใด โอ เวลา ดัง หยุด เคลื่อนไหว เมือง นี้ ไม่ เหงา อีกต่อไป แค่ วันนี้ ฉัน มี เธอ เธอ อยู่ ตรงนั้น ยืน อยู่ ข้าง ฉัน ฉัน ไม่ เคย แม้แต่ ฝัน ว่า จะ ได้ พบ เธอ ท่ามกลาง คน ทั้งเมือง อีก เป็น ล้าน โดย ไม่ต้อง ตามหา ใคร เมื่อ เธอ ครอบครอง ฉัน หากว่า มี สิ่งใด มา ทำให้ เรา ไม่ เข้าใจ อยาก บอก เธอ เอาไว้ หาก ฉัน ผิด ไป ฉัน ขอโทษ เหมือนว่า โลก ของ เรา ได้ เปลี่ยนสี ไป มัน สวยงาม เกิน กว่า จะ พบ ได้ ที่ใด โอ เวลา ดัง หยุด เคลื่อนไหว เมือง นี้ ไม่ เหงา อีกต่อไป ต่อจากนี้ ฉัน มี เธอ เธอ อยู่ ตรงนั้น ยืน อยู่ ข้าง ฉัน ฉัน ไม่ เคย แม้แต่ ฝัน ว่า จะ ได้ พบ เธอ ท่ามกลาง คน ทั้งเมือง อีก เป็น ล้าน โดย ไม่ต้อง ตามหา ใคร เมื่อ เธอ ครอบครอง ฉัน เหมือนว่า โลก ของ เรา ได้ เปลี่ยนสี ไป มัน สวยงาม เกิน กว่า จะ พบ ได้ ที่ใด โอ เวลา ดัง หยุด เคลื่อนไหว เมือง นี้ ไม่ เหงา อีกต่อไป ต่อจากนี้ ฉัน มี เธอ เธอ อยู่ ตรงนั้น ยืน อยู่ ข้าง ฉัน ฉัน ไม่ เคย แม้แต่ ฝัน ว่า จะ ได้ พบ เธอ ท่ามกลาง คน ทั้งเมือง อีก เป็น ล้าน โดย ไม่ต้อง ตามหา กัน จะ กอด เธอ ไว้ ไม่ ให้ ไป ไหน เพราะ วันนี้ ไม่ ใช่ ฝัน นับตั้งแต่ เธอ เข้ามา หัวใจ ของ ฉัน ก็ ไม่ต้อง ตามหา ใคร เมื่อ เธอ ครอบครอง ฉัน,ข้างกัน,Three Man Down
ฉัน รู้ดี ว่า ทุกที ที่ เธอ มอง มา ที่ ฉัน เธอ พร้อม จะ ทำ ทุก ทาง ก็ เพื่อให้ เรา อยู่ ด้วยกัน สายตา และ มือ ของ เธอ ช่าง ดู อ่อนโยน ต่อ ฉัน แต่ ฉัน ไม่ อยาก ให้ เธอ ต้อง เสียใจ เพราะว่า ฉัน ไม่ เคย ลืม ฉัน ไม่ เคย ลืม เขา ไป สักวัน ยัง คิดถึง เขา ยัง คิดถึง เขา ทั้งที่ เธอ อยู่ กับ ฉัน ฉัน ใจร้าย แบบนี้ ก็ อย่า ทน เลย คนดี อยาก ให้ เธอ ไป เจอ คน ที่ ดี ถ้า เธอ รัก ฉัน จริง ได้ โปรด ทิ้ง ฉัน ไป ได้ โปรด เดิน หนี ฉัน ไป ให้ ไกล อย่า กอด ฉัน ไว้ เลย อย่า อยู่ กับ ฉัน เลย คน ที่ ลืม แฟน เก่า ไม่ ได้ แบบ ฉัน ไม่ ควร ได้รับ ความรัก จาก ใคร ทุกๆ ที ที่ ฉัน พยายาม มองหน้า เธอ แต่ สุดท้าย มัน ก็ เบลอ กลายเป็น เขา เสียง ของ เธอ บอ กรัก ฉัน ใน ทุกคืน ตื่นขึ้น มา ฉัน ก็ ลืม ฉัน คิดถึง แต่ เขา ภาวนา เพื่อให้ ลืม แต่ สุดท้าย ก็ ไม่ ลืม ยัง คิดถึง แต่ รัก วัน เก่าๆ ฉัน ผิด เอง เป็น ฉัน ถ้า เธอ รัก ฉัน จริง ได้ โปรด ทิ้ง ฉัน ไป ได้ โปรด เดิน หนี ฉัน ไป ให้ ไกล อย่า กอด ฉัน ไว้ เลย อย่า อยู่ กับ ฉัน เลย คน ที่ ลืม แฟน เก่า ไม่ ได้ แบบ ฉัน ไม่ ควร ได้รับ ความรัก จาก ใคร เพราะว่า ทุกที ที่ ฉัน มองหน้า เธอ มัน ก็ เบลอ กลายเป็น เขา ฉัน ยังคง มี แต่ เขา ใน ใจ ฉัน ยังคง มี แต่ เขา ก็เพราะว่า ทุกที ที่ ฉัน กอด เธอ ไว้ ฉัน แค่ เหงา ไม่ อยาก ให้ เธอ ต้อง ปวดร้าว รีบ ไป จาก ฉัน เถอะ เธอ ถ้า เธอ รัก ฉัน จริง ได้ โปรด ทิ้ง ฉัน ไป ได้ โปรด เดิน หนี ฉัน ไป ให้ ไกล อย่า กอด ฉัน ไว้ เลย อย่า อยู่ กับ ฉัน เลย คน ที่ ลืม แฟน เก่า ไม่ ได้ แบบ ฉัน ไม่ ควร ได้รับ ความรัก จาก ใคร ถ้า เธอ รัก ฉัน จริง ได้ โปรด ทิ้ง ฉัน ไป ได้ โปรด เดิน หนี ฉัน ไป ให้ ไกล อย่า กอด ฉัน ไว้ เลย อย่า อยู่ กับ ฉัน เลย คน ที่ ลืม แฟน เก่า ไม่ ได้ แบบ ฉัน ไม่ ควร ได้รับ ความรัก จาก ใคร เพราะว่า ทุกที ที่ ฉัน มองหน้า เธอ มัน ก็ เบลอ กลายเป็น เขา ฉัน ยังคง มี แต่ เขา ใน ใจ ฉัน ยังคง มี แต่ เขา ก็เพราะว่า ทุกที ที่ ฉัน กอด เธอ ไว้ ฉัน แค่ เหงา ไม่ อยาก ให้ เธอ ปวดร้าว รีบ ไป จาก ฉัน เถอะ เธอ,ถ้าเธอรักฉันจริง,Three Man Down
วน มา อีก ปี แล้ว วันเกิด ฉัน ที่ ไม่ มี เธอ ออก ไป เจอ ใคร ก็ เหมือนเดิม ไม่ มี ใคร ที่ เป็น เหมือน เธอ กลับมา ที่ ห้องนอน กับ เค้ก หนึ่ง ปอนด์ จุด เทียน อธิษฐาน เหมือน ที่ เธอ เคย บอก ฉัน ใน ตอนนั้น มี เพียง พร ข้อ เดียว ที่ ฉัน อยาก จะ ขอ และ เป็น เพียง ข้อ เดียว ที่ ฉัน ยัง เฝ้ารอ อยาก ให้ เธอ อยู่ ด้วยกัน อยาก ให้ เธอ อยู่ ด้วยกัน เหมือนเคย วันเกิด ฉัน ปี นี้ ขอ เธอ กลับมา ได้ ไหม ให้ เธอ กอด ฉัน เอาไว้ อีกครั้ง เหมือน วันนั้น ที่ เรา เคย รัก กัน Happy birthday to me ฉัน ยัง รอ เธอ ตรงนี้ เสมอ ถึงแม้ รู้ดี ว่า เธอ คง ไม่ กลับมา นึกถึง ปี นั้น ที่อยู่ ด้วยกัน เปิด กล่อง ของขวัญ ที่ เธอ ให้ ฉัน พูดถึง เรื่อง ความฝัน ที่ อยาก ทำ ด้วยกัน ก็ ไม่ รู้ ความฝัน ของ เธอ เหมือนเดิม ไหม ฉัน วิ่ง ไล่ตาม มัน ทุกวัน อย่าง ตั้งใจ หากว่า สักวันหนึ่ง ที่ ฉัน ทำได้ เธอ จะ กลับมา ไหม มี เพียง พร ข้อ เดียว ที่ ฉัน อยาก จะ ขอ และ เป็น เพียง ข้อ เดียว ที่ ฉัน ยัง เฝ้ารอ อยาก ให้ เธอ อยู่ ด้วยกัน อยาก ให้ เธอ อยู่ ด้วยกัน เหมือนเคย วันเกิด ฉัน ปี นี้ ขอ เธอ กลับมา ได้ ไหม ให้ เธอ กอด ฉัน เอาไว้ อีกครั้ง เหมือน วันนั้น ที่ เรา เคย รัก กัน Happy birthday to me ฉัน ยัง รอ เธอ ตรงนี้ เสมอ ถึงแม้ รู้ดี ว่า เธอ คง ไม่ กลับมา ถ้า ฉัน อธิษฐาน ด้วย หัวใจ เรา จะ ได้ พบกัน ไหม เพียง คำขอ เดียว ใน วันเกิด ฉัน จะ เป็นจริง ได้ ไหม มี เพียง พร ข้อ เดียว ที่ ฉัน อยาก จะ ขอ และ เป็น เพียง ข้อ เดียว ที่ ฉัน ยัง เฝ้ารอ อยาก ให้ เธอ อยู่ ด้วยกัน อยาก ให้ เธอ อยู่ ด้วยกัน เหมือนเคย วันเกิด ฉัน ปี นี้ ขอ เธอ กลับมา ได้ ไหม ให้ เธอ กอด ฉัน เอาไว้ อีกครั้ง เหมือน วันนั้น ที่ เรา เคย รัก กัน Happy birthday to me ฉัน ยัง รอ เธอ ตรงนี้ เสมอ ถึงแม้ รู้ดี ว่า เธอ คง ไม่ กลับมา ถ้า ฉัน อธิษฐาน ด้วย หัวใจ เรา จะ ได้ พบกัน ไหม เพียง คำขอ เดียว ใน วันเกิด ฉัน จะ เป็นจริง ได้ ไหม,วันเกิดฉันปีนี้,Three Man Down
ใน ค่ำคืน ที่ ไม่ มี ดาว บน ฟ้า เป็น ค่ำคืน ที่ แสน จะ ธรรมดา บรรยากาศ รอบตัว ไม่ค่อย ช่วย ฉัน เลย อยาก จะ ดึง มือ เธอ มา กุม เอาไว้ บอ กว่า รัก เธอ มากมาย แค่ ไหน แต่ว่า ฉัน ก็ ไม่ เคย ได้ พูด ไป เพราะ ปกติ ฉัน พูด ไม่ เก่ง เธอ ก็ คงจะ รับ และ รู้เรื่อง นี้ ดีกว่า ใคร ใคร และ เหตุผล ที่ ฉัน ไม่ พูด อะไร ที่ หวาน ซึ้ง หรือ กินใจ อย่าง ใคร เขา เพราะ ฉัน คิด ว่า เพ ลงรัก ที่ มอบให้ เธอ นั้น มัน ควรจะ มี ได้ แค่ เพลง เดียว เท่านั้น พอ ฮู้ ฮู หากว่า มี มากเกินไป คำหวาน ซึ้ง ใด ใด ฮ้า ฮา อาจจะ ทำให้ ความหมาย น้อยลง ไป อยาก ให้ รู้ ให้ เรา สื่อสาร ผ่าน ดวงตา ทุกครั้งที่ มอง กัน ให้ เธอ รับ และ รู้ เอาไว้ ว่า ฉัน ไม่ เคย หาย ไป ดาว บน ฟ้า ที่ เลือนลาง เพราะ แสง ของ เมือง ใหญ่ แต่ว่า มัน ไม่ เคย จากไป ไหน โฮ้ว เพราะ ปกติ ฉัน พูด ไม่ เก่ง เธอ ก็ คงจะ รับ และ รู้เรื่อง นี้ ดีกว่า ใคร ใคร และ เหตุผล ที่ ฉัน ไม่ พูด อะไร ฮา ฮ้า ฮา ที่ หวาน ซึ้ง หรือ กินใจ อย่าง ใคร เขา เพราะ ฉัน คิด ว่า เพ ลงรัก ที่ มอบให้ เธอ นั้น มัน ควรจะ มี ได้ แค่ เพลง เดียว เท่านั้น พอ หากว่า มี มากเกินไป คำหวาน ซึ้ง ใด ใด อาจจะ ทำให้ ความหมาย น้อยลง ไป เช่นเดียวกับ คำ ว่า รัก หาก พูด บ่อย บ่อยครั้ง กลัว เธอ จะ ไม่ รู้สึก ซึ้ง เหมือน เมื่อก่อน ถึง ไม่ค่อย ได้ พูด ไป แต่ว่า ข้างใน ใจ คน คน นี้ รัก เธอ มากกว่า ผู้ใด อยาก ให้ รู้ Thats the only one love song for you เพลง ที่ ฉัน เขียน ให้ เธอ จะ ไม่ มี วัน หมด ความหมาย ต่อให้ ฉัน ไม่ อยู่ อีกแล้ว หรือว่า ร้อย ปี พ้นไป รัก ของ ฉัน จะ อยู่ ตลอดไป เพราะ ฉัน คิด ว่า เพ ลงรัก ที่ มอบให้ เธอ นั้น มัน ควรจะ มี ได้ แค่ เพลง เดียว เท่านั้น พอ หากว่า มี มากเกินไป คำหวาน ซึ้ง ใด ใด อาจจะ ทำให้ ความหมาย น้อยลง ไป เช่นเดียวกับ คำ ว่า รัก หาก พูด บ่อย บ่อยครั้ง กลัว เธอ จะ ไม่ รู้สึก ซึ้ง เหมือน เมื่อก่อน เหมือน เมื่อก่อน ถึง ไม่ค่อย ได้ พูด ไป แต่ว่า ข้างใน ใจ คน คน นี้ รัก เธอ มากกว่า ผู้ใด อยาก ให้ รู้,เพลงรัก,Three Man Down
เลือก คน ที่ เขา รัก เรา มัน ยาก ตรงไหน วะ เธอ มา ถาม ว่า เหนื่อย ไหม ที่ ต้อง คอย ซับ น้ำตา ให้ เธอ ใน วันที่ เขา ทำร้าย เธอ มา ฉัน แค่ ยิ้ม แกล้ง หัวเราะ แล้วก็ ตอบ เธอ ไป ไม่เป็นไร ให้ เธอ ห่วง ตัวเอง พอแล้ว ทั้งที่ ใน ใจ อยาก จะ กอด เธอ เอาไว้ ไม่ ให้ กลับ ไปหา เขา ถ้า เขา ไม่ รัก เธอ ควร จ พัก ก่อน ดี ไหม ถ้า เขา ไม่ รัก ฉัน ว่า เธอ ควรจะ ปล่อย เขา ไป ให้ ฉัน คน นี้ ให้ ฉัน คน นี้ กอด เธอ ไว้ เพราะ เธอ ก็ รู้ ว่า ฉัน ไม่ เคย ทำ เธอ เสียใจ ฉัน ก็ ถาม เธอ เหนื่อย ไหม ที่ ต้อง คอย เสียน้ำตา ให้ กับ เขา จน เธอ ไม่ รู้ เป็น ครั้ง ที่ เท่าไหร่ เธอ ก็ คิด แล้วก็ ร้องไห้ อีกครั้ง สิ่ง เดียว ที่ ต้องการ ก็ คือ เธอ อยาก เจอ แต่ เขา ฉัน ต้อง ทำ ยังไง อยาก จะ กอด เธอ เอาไว้ ไม่ ให้ กลับ ไปหา เขา ถ้า เขา ไม่ รัก เธอ ควร จ พัก ก่อน ดี ไหม ถ้า เขา ไม่ รัก ฉัน ว่า เธอ ควรจะ ปล่อย เขา ไป ให้ ฉัน คน นี้ ให้ ฉัน คน นี้ กอด เธอ ไว้ เพราะ เธอ ก็ รู้ ว่า ฉัน ไม่ เคย ทำ เธอ เสียใจ เธอ แค่ ต้อง เลือก สิ่ง ที่ ดี ที่สุด ใช่ไหม แต่ ฉัน ไม่ รู้ เลย ว่า เขา มี ดี ยังไง เธอ ถึง ได้ รัก เขา ไป หมด ทั้ง หัวใจ ลอง เปลี่ยน มา เลือก คน ที่ เขา รัก เรา ได้ ไหม ถ้า เขา ไม่ รัก เธอ ควร จ พัก ก่อน ดี ไหม ถ้า เขา ไม่ รัก ฉัน ว่า เธอ ควรจะ ปล่อย เขา ไป ให้ ฉัน คน นี้ ให้ ฉัน คน นี้ กอด เธอ ไว้ เพราะ เธอ ก็ รู้ ว่า ฉัน ไม่ เคย ทำ เธอ เสียใจ ถ้า เขา ไม่ รัก เธอ ควร จ พัก ก่อน ดี ไหม ถ้า เขา ไม่ รัก ฉัน ว่า เธอ ควรจะ ปล่อย เขา ไป ให้ ฉัน คน นี้ ให้ ฉัน คน นี้ กอด เธอ ไว้ เพราะ เธอ ก็ รู้ ว่า ฉัน ไม่ เคย ทำ เธอ เสียใจ เพราะ เธอ ก็ รู้ ว่า ฉัน ไม่ เคย ทำ เธอ เสียใจ เลือก คน ที่ เขา รัก เรา มัน ยาก ตรงไหน วะ,เลือกคนที่เขารักเรา,Three Man Down
มัน คงจะ พูด ยาก เวลา ที่ เรา นั้น อยาก จะ พูดมาก แค่ อยาก ทำความรู้จัก กับ คน ที่ เรา นั้น แม่ ง โคตร ชอบ มาก ไม่ รู้ จะ พูด ยังไง มัน กลัว ว่า คุณ ไม่ คิด อะไร กลัว จะ เสร่อ มากเกินไป มัน กลัว เวลา ที่จะ ต้อง ทัก หรือ เข้าไป จีบ ใคร เพราะ ลักษณะ ของ ผม มัน คง ไม่ ตรง สเป็ก เป็น ชาย แท้ เตะ บอล สูบบุหรี่ แล้ว ยัง เสือก ขี้ เก๊ก แค่ อยาก จะ มี คุณ ให้ ผม ได้ เรียก ว่า ตัวเล็ก ให้ หัวใจ ที่ หมองหม่น ดวง นี้ ได้ กลับมา รีเซ็ต ไม่ มี ใคร รู้ ว่า ภายในใจ ฉัน แสน ปั่นป่วน สัก เท่าไร เมื่อ ได้ สบตา กับ เธอ ใน ตอนนี้ เธอ คง ไม่ รู้ ว่า ใน นา ทีนี้ มัน ช่าง ดี มัน ช่าง ดี แค่ ไหน แค่ ได้ เฝ้า มองดู เธอ อยู่ ตรง ที่ มุม นี้ ได้ นั่ง คิด หา วิธี ที่จะ เข้าไป ทำความรู้จัก แค่ ได้ รู้ ว่า ตัวเอง กำลัง มี ความรัก แม้ว่า มี เพียง ฉัน ที่ คิด เอง อยู่ คนเดียว เธอ ทำให้ ฉัน ไม่ต้อง คิดถึง อดีต ลืม เรื่องราว ที่เกิด และ ฉัน ไม่ สน จะ เกิด อะไร ใน วันพรุ่งนี้ ชีวิต ของ ฉัน สำคัญ แค่ ช่วง เวลานี้ ช่วง เวลานี้ แค่ เรา แค่ อยาก จะ บอ กว่า เธอ ตัวเล็ก ตรง สเป็ก แต่ respect คุณ อะ bebe เลย ไม่ คิด จะ เดิน ไป เช็ก ได้ แต่ keep เอาไว้ ใน save S smoking with ma gang กระซิบ ลง ไป ใน เพลง Shit shit บางที ผม อาจจะ คิด ไป เอง woah Mae may I introduce ผม ก็ ไม่ค่อย จะ พริ้ว และ ผม ก็ ไม่ รู้ ว่า จะ พูด อะไร มาก นอกจาก spit my name ขอโทษ ผม stupid kid คณิต ไม่ มี คะแนน But let you know now I wanna pick you in ma plan woah เธอ ทำให้ วันนี้ ฉัน คิดถึง เธอ อีก เธอ ทำให้ ฉัน อยาก นอน ตื่น มา กับ วันพรุ่งนี้ ชีวิต ของ ฉัน สำคัญ แค่ ช่วง เวลานี้ ฉันนั้น ขอ เพียง แค่ ได้ เฝ้า มองดู เธอ อยู่ ตรง ที่ มุม นี้ ได้ นั่ง คิด หา วิธี ที่จะ เข้าไป ทำความรู้จัก แค่ ได้ รู้ ว่า ตัวเอง กำลัง มี ความรัก แม้ว่า มี เพียง ฉัน ที่ คิด เอง อยู่ คนเดียว เธอ ทำให้ ฉัน ไม่ต้อง คิดถึง อดีต ลืม เรื่องราว ที่เกิด และ ฉัน ไม่ สน จะ เกิด อะไร ใน วันพรุ่งนี้ ชีวิต ของ ฉัน สำคัญ แค่ ช่วง เวลานี้ ช่วง เวลานี้ แค่ เรา,goodboi,Yented
ถ้าหาก ได้ รู้ ว่า เธอ จะ ไป จะ ไม่ รั้ง ไม่ มา เสียใจ ให้ เธอ เห็น ต่อให้ รัก เนิ่นนาน เท่าไหร่ คน ที่ คบ ก็ ทิ้ง กัน ไป อยู่ดี โอ้ว พอแล้ว กับ การเปลี่ยนแปลง อะไร แบบนี้ ต่อให้ ฉัน รัก เธอ เท่าไหร่ แต่ สุดท้าย แล้ว เธอ ก็ ไป อยู่ดี อ้อนวอน ให้ เธอ นั้น ย้อน กลับมา เธอ บอก อย่า เสียเวลา เสียน้ำตา ช่วย ออก ไป จาก ชีวิต ของ เธอ ปล่อย ให้ได้ เจอ คน ที่ ดีกว่า รัก กัน มาก เท่าไร ก็ ยิ่ง เสียใจ เธอ บอก ทำไม ไม่ เป็น แบบ นั้น ทำ แบบนี้ จากกัน ไป ด้วยดี จบกัน ไป สักที เธอ จะ ได้ ไม่ เสียเวลา คำ ลา ที่ เธอ พูด มา ช่าง ดู ง่ายดาย เหลือเกิน ง่าย เสีย จน ดูเหมือน เธอ ไม่ เคย ที่จะ รัก กัน เลย ที่ผ่านมา เธอ เตรียม บอกลา อยู่ ก่อน แล้ว ก่อนที่ ฉัน จะ รัก เธอ หมด แล้ว ทั้ง ใจ ก่อนที่ ใคร คน นั้น จะ พราก เธอ จาก ฉัน ไป ก่อนที่ เรื่องราว ปวดร้าว หัวใจ จะ มี แค่ ฉัน เท่านั้น ที่ ทรมาน ถ้าหาก ได้ รู้ ว่า เธอ จะ ไป จะ ไม่ รั้ง ไม่ มา เสียใจ ให้ เธอ เห็น ต่อให้ รัก เนิ่นนาน เท่าไหร่ คน ที่ คบ ก็ ทิ้ง กัน ไป อยู่ดี โอ้ว พอแล้ว กับ การเปลี่ยนแปลง อะไร แบบนี้ ต่อให้ ฉัน รัก เธอ เท่าไหร่ แต่ สุดท้าย แล้ว เธอ ก็ ไป อยู่ดี ที่ ฉัน ฟูมฟาย ไม่ ใช่ เพราะว่า ฉัน เสียดาย แต่ เป็น เพราะว่า ฉัน ยัง รัก เธอ ต่อ แต่ นี้ ฉัน พอ จะ ไม่ รอ จะ ไม่ ขอ ให้ เรา ได้มา รัก กัน อีกแล้ว ถ้าหาก ได้ รู้ ว่า เธอ จะ ไป จะ ไม่ รั้ง ไม่ มา เสียใจ ให้ เธอ เห็น เฮ้อ เฮอ รัก เธอ รัก ต่อให้ รัก เนิ่นนาน เท่าไหร่ โฮ้ รัก เนิ่นนาน คน ที่ คบ ก็ ทิ้ง กัน ไป อยู่ดี ทิ้ง กัน ไป อยู่ดี โฮ้ โอ โอ้ว พอแล้ว พอแล้ว กับ การเปลี่ยนแปลง อะไร แบบนี้ ต่อให้ ฉัน รัก เธอ เท่าไหร่ แต่ สุดท้าย แล้ว เธอ ก็ ไป อยู่ดี ฮู้ ฮู,ถ้าหาก,Yented
เจ็บ ปวดใจ ใคร เตือน ก็ ไม่ ฟัง พร้อม พัง ทุกอย่าง เกลียด ตัวเอง ที่ ทน ทำ ทุก ทาง แม้ จะ ต้อง เจ็บ ฉัน ไม่ รู้ ต้อง เจอ อะไร แต่เพียง ขอ แค่ มี เธอ ฉัน ไม่ สน จะ เป็น ยังไง แต่เพียง ขอ แค่ มี เธอ ก็ พอ บางที เธอ ก็ดี บางที เธอ ก็ ร้าย บางที เธอ ก็ หาย บางที เธอ ก็ คล้าย ไม่ ได้คิด อะไร เลย บางที เธอ ก็ดี บางที เธอ ก็ เฉย บางที เธอ เฉลย ว่า ตัว เธอ ไม่ เคย รู้สึก อะไร นะ แต่ ฉัน ยอม ทำ ทุกอย่าง เพื่อ เธอ ไม่ ว่า จะ ต้อง เจอ เรื่อง ยาก แค่ ไหน ฉัน พร้อม จะ ยอมรับ เมื่อวาน เธอ ยัง ดี วันนี้ เธอ กลับ มา ทำให้ ฉัน สับสน เจ็บ ปวดใจ ใคร เตือน ก็ ไม่ ฟัง พร้อม พัง ทุกอย่าง เกลียด ตัวเอง ที่ ทน ทำ ทุก ทาง แม้ จะ ต้อง เจ็บ ฉัน ไม่ รู้ ต้อง เจอ อะไร แต่เพียง ขอ แค่ มี เธอ ฉัน ไม่ สน จะ เป็น ยังไง แต่เพียง ขอ แค่ มี เธอ ก็ พอ ไม่ อาจจะ หลบ จา กรัก และ บอกลา ตั้งแต่ เธอ เข้ามา เหมือนว่า จะ ไม่ หลุดพ้น ถ้า ไม่ ใช่ เธอ ตัว ฉัน ไม่ อาจ ทน แค่ เธอ ผู้เดียว เจ็บ ปวดใจ ใคร เตือน ก็ ไม่ ฟัง พร้อม พัง ทุกอย่าง เกลียด ตัวเอง ที่ ทน ทำ ทุก ทาง แม้ จะ ต้อง เจ็บ ฉัน ไม่ รู้ ต้อง เจอ อะไร แต่เพียง ขอ แค่ มี เธอ ขอ แค่ มี เธอ ฉัน ไม่ สน จะ เป็น ยังไง แต่เพียง ขอ แค่ มี เธอ ก็ พอ,พร้อมพัง,Yented
แสงอาทิตย์ สะท้อน ผ่าน ร่างกาย ของ เธอ ใน ช่วงเวลา สิบ แปด นาฬิกา บน ถนน วิภาวดี เธอ ทำให้ คน ที่ เฉยชา กลับมา มีชีวิตชีวา อีกครั้ง เธอ ทำให้ ฉัน ได้ มีชีวิต ใหม่ ใน ร่างกาย เดิม จะ บอก ให้ เธอ ได้ รู้ ว่า ไม่ มี อะไร ที่ ฉัน ต้องการ ไป กว่า เธอ อีกแล้ว ไม่ มี อะไร อยู่ บน ถนน และ เพลง ที่ เธอ เปิด ฟัง ทุกครั้ง แต่ สิ่ง ที่ ฉัน ชอบ ฟัง คือ เสียง ที่ ดัง ออก มาจาก เธอ จะ บอก ให้ เธอ ได้ รู้ ว่า ไม่ มี อะไร ที่ ฉัน ต้องการ ไป กว่า เธอ อีกแล้ว ไม่ มี อะไร เธอ ทำให้ คน ที่ เฉยชา กลับมา มีชีวิตชีวา อีกครั้ง เธอ ทำให้ ฉัน ได้ มีชีวิต ใหม่ ใน ร่างกาย เดิม จะ บอก ให้ เธอ ได้ รู้ ว่า ไม่ มี อะไร ที่ ฉัน ต้องการ ไป กว่า เธอ อีกแล้ว ไม่ มี อะไร จะ บอก ให้ เธอ ได้ รู้ ว่า ไม่ มี อะไร ที่ ฉัน ต้องการ ไป กว่า เธอ อีกแล้ว ไม่ มี อะไร,วิภาวดี,Yented
อีก กี่ เดือน จะ ได้ พบ เธอ อีก ครา เก็บตัว อยู่ รอ ให้ เธอ กลับมา ไม่ รู้ วันใด จะ ได้ เจอ เธอ ใหม่ อีกครั้ง เบื่อ กับ การ คิดถึง เธอ อย่างนี้ เมื่อไหร่ จะ ได้ ใกล้ เธอ ทำได้ แค่ รอเวลา เมื่อไหร่ เธอ นั้น จะ มา oh baby ได้ แต่ เฝ้าดู รูป เธอ ผ่าน จอ อยู่ ใน ห้องนอน ที่ หมอน ของ ฉันนั้น มี เส้น ผม ของ เธอ อยู่ สิ่ง หนึ่ง ที่ ฉัน เอง ไม่ เคย เข้าใจ ทำไม พระเจ้า ออกแบบ คุณ มา ได้ สวยงาม เหลือเกิน Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักหน่อย ได้ ไหม ถ้าหากว่า พรุ่งนี้ เธอ ไม่ รีบ ไป ไหน พบ เจอกัน หน่อย ดี ไหม Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักที ได้ ไหม เพราะ มัน คิดถึง เธอ จน แทบ ขาดใจ คิดถึง เธอ ไม่ ไหว เธอ เป็น เหมือน คำตอบ เวลา ที่ ไม่ เข้าใจ ใน บางเวลา ที่ ไม่ มี เธอ โลก ช่าง ไม่ สดใส ทุกสิ่ง ต้องการ เธอ ในเวลานี้ ต้องการ เจอ และ ต้องการ เธอ ให้ อยู่ ตรงนี้ ฉัน รู้ ว่า ทุกอย่าง ที่ ได้ ทำ มัน เป็น เพราะ ฉัน คิดถึง เธอ Baby เธอ โปรด กลับมา ได้ แต่ เฝ้าดู รูป เธอ ผ่าน จอ อยู่ ใน ห้องนอน ที่ หมอน ของ ฉันนั้น มี เส้น ผม ของ เธอ อยู่ สิ่ง หนึ่ง ที่ ฉัน เอง ไม่ เคย เข้าใจ ทำไม พระเจ้า ออกแบบ คุณ มา ได้ สวยงาม เหลือเกิน Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักหน่อย ได้ ไหม ถ้าหากว่า พรุ่งนี้ เธอ ไม่ รีบ ไป ไหน พบ เจอกัน หน่อย ดี ไหม Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักที ได้ ไหม เพราะ มัน คิดถึง เธอ จน แทบ ขาดใจ คิดถึง เธอ ไม่ ไหว Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักหน่อย ได้ ไหม ถ้าหากว่า พรุ่งนี้ เธอ ไม่ รีบ ไป ไหน พบ เจอกัน หน่อย ดี ไหม Baby คิดถึง เธอ ให้ ฉัน เจอ เธอ สักที ได้ ไหม เพราะ มัน คิดถึง เธอ จน แทบ ขาดใจ คิดถึง เธอ ไม่ ไหว,ว้าวุ่น (On A Date),Yented
