lyrics_tokens,song_name,artist
เพราะอะไร เธอ จึง ทิ้ง ฉัน ไป ฉัน ทำให้ เธอ ผิดหวัง ฉัน ทำให้ เธอ เจ็บช้ำ มากมาย ขนาด ไหน ฉัน รัก เธอ มากมาย เท่าไร เธอ เอง ก็ รู้ ใช่ไหม ว่า เธอ น่ะ มีความหมาย กับ ฉัน ขนาด ไหน มาก เท่าไร ฉัน กำลัง ขอร้อง อ้อนวอน เธอ อย่า ไป ทิ้งตัว ลง คุกเข่า กอด ขา เธอ เอาไว้ พนม สอง มือขึ้น กราบกราน เธอ โปรด อย่า ไป มัน คง ไม่ มีประโยชน์ ถ้า คน มัน หมดใจ แต่ ถ้า ตัว เธอ ยัง รัก ยัง ห่วงใย และ ถ้า อดีต ของ เรา ยัง พอ มีความหมาย ได้ โปรด อย่า จาก ฉัน ไป ได้ โปรด อย่า ทำร้าย กัน เลย ฉัน ผิด ไป แต่ ไม่ ได้ ตั้งใจ ต้นเหตุ ที่ ฉัน ผิด พลั้ง มัน จะ ไม่ มี อีกครั้ง ให้ เธอ โปรด มั่นใจ ฉัน ขอ ได้ ไหม ฉัน กำลัง ขอร้อง อ้อนวอน เธอ อย่า ไป ทิ้งตัว ลง คุกเข่า กอด ขา เธอ เอาไว้ พนม สอง มือขึ้น กราบกราน เธอ โปรด อย่า ไป มัน คง ไม่ มีประโยชน์ ถ้า คน มัน หมดใจ แต่ ถ้า ตัว เธอ ยัง รัก ยัง ห่วงใย และ ถ้า อดีต ของ เรา ยัง พอ มีความหมาย ได้ โปรด อย่า จาก ฉัน ไป ได้ โปรด อย่า ทำร้าย กัน เลย และ หากว่า เธอ ยัง รัก ยัง ห่วงใย หากว่า เธอ ยัง มีน้ำใจ ให้ ฉัน หน่อย อย่า ปล่อย ให้ ฉัน ใจน้อย คอย เรื่อยไป และ หากว่า ฉัน ยัง ดี ไม่ พอ ก็ จะ ขอ ทำดี ให้ เธอ ได้ เข้าใจ ได้ โปรด อย่า ทำร้าย กัน เลย ฉัน กำลัง ขอร้อง อ้อนวอน เธอ อย่า ไป ทิ้งตัว ลง คุกเข่า กอด ขา เธอ เอาไว้ พนม สอง มือขึ้น กราบกราน เธอ โปรด อย่า ไป มัน คง ไม่ มีประโยชน์ ถ้า คน มัน หมดใจ แต่ ถ้า ตัว เธอ ยัง รัก ยัง ห่วงใย และ ถ้า อดีต ของ เรา ยัง พอ มีความหมาย ได้ โปรด อย่า จาก ฉัน ไป ได้ โปรด อย่า ทำร้าย กัน เลย ฉัน กำลัง ขอร้อง อ้อนวอน เธอ อย่า ไป ทิ้งตัว ลง คุกเข่า กอด ขา เธอ เอาไว้ พนม สอง มือขึ้น กราบกราน เธอ โปรด อย่า ไป มัน คง ไม่ มีประโยชน์ ถ้า คน มัน หมดใจ แต่ ถ้า ตัว เธอ ยัง รัก ยัง ห่วงใย และ ถ้า อดีต ของ เรา ยัง พอ มีความหมาย ได้ โปรด อย่า จาก ฉัน ไป ได้ โปรด อย่า ทำร้าย กัน เลย,คุกเข่า,cocktail
ฉัน ก็ รัก เธอ มา ตั้ง นาน แล้ว และ ก็ รัก เธอ มาก จน ล้น ใจ เธอ ทำไม ไย เธอ ไม่ เคย แล ไม่ เคย มอง และ เธอ รัก ก็ เพียงแค่ แต่ เขา เรา ก็ ต้อง ทำความเข้าใจ เอา เพราะ รัก ฉันนั้น ไม่ ใช่ รัก เรา เธอ รัก เขา ฮู้ ว ฉัน เสียน้ำตา ให้ เธอ มาก แค่ ไหน ทำได้ เพียงแค่ ทำใจ ความรัก ฉัน หลุดลอย ไป สุดสายตา โอ้ ใจ เอ๋ย ทำไม หัวใจ ไม่ หลาบจำ ดึงดัน จะ รัก เธอ อยู่ ทั้งที่ รู้ ว่า เขา ไม่ ใช่ แต่ ยัง จะ รัก เขา หมด หัวใจ ปล่อย เขา ทำร้าย ย้ำ ๆ ซ้ำ ๆ เติม อยู่ โอ้ ใจ เอ๋ย ทำไม รัก ใคร ช่าง ง่ายดาย ใจง่าย เกินไป ไหม เธอ โอ้ ใจ เอ๋ย โอ้ ใจ เอ๋ย ทำไม เจ็บ ไม่ จำ เพราะ เธอ รัก ก็ เพียงแค่ แต่ เขา เรา ก็ ต้อง ทำความเข้าใจ เอา เพราะ รัก ฉันนั้น ไม่ ใช่ รัก เรา เธอ รัก เขา ฮื้ม ฉัน เสียน้ำตา ให้ เธอ มาก แค่ ไหน ทำได้ เพียงแค่ ทำใจ ความรัก ฉัน หลุดลอย ไป สุดสายตา โอ้ ใจ เอ๋ย ทำไม หัวใจ ไม่ หลาบจำ ดึงดัน จะ รัก เธอ อยู่ ทั้งที่ รู้ ว่า เขา ไม่ ใช่ แต่ ยัง จะ รัก เขา หมด หัวใจ ปล่อย เขา ทำร้าย ย้ำ ๆ ซ้ำ ๆ เติม อยู่ โอ้ ใจ เอ๋ย ทำไม รัก ใคร ช่าง ง่ายดาย ใจง่าย เกินไป ไหม เธอ โอ้ ใจ เอ๋ย โอ้ ใจ เอ๋ย ทำไม เจ็บ ไม่ จำ เจ็บ ยังไง ก็ รัก เธอ ซ้ำ ยังไง ก็ รัก เธอ ใคร จะ พูด ยังไง ก็ รัก เธอ ก็ รัก ฮู้ ว โอ้ ใจ เอ๋ย ทำไม หัวใจ ไม่ หลาบจำ ดึงดัน จะ รัก เธอ อยู่ ทั้งที่ รู้ ว่า เขา ไม่ ใช่ แต่ ยัง จะ รัก เขา หมด หัวใจ ปล่อย เขา ทำร้าย ย้ำ ๆ ซ้ำ ๆ เติม อยู่ โอ้ ใจ เอ๋ย ทำไม รัก ใคร ช่าง ง่ายดาย ใจง่าย เกินไป ไหม เธอ โอ้ ใจ เอ๋ย โอ้ ใจ เอ๋ย ทำไม เจ็บ ไม่ จำ โอ้ ใจ เอ๋ย ทำไม เจ็บ ไม่ จำ,ดึงดัน,cocktail
อยู่ ไกล จน สุดสายตา ไม่ อาจ เห็น ว่า เรา ใกล้ กัน และ ทุกครั้ง หัวใจ ฉัน ยังคง ไหว หวั่น กับ ความทรงจำ นึกถึง ครั้งแรก เรา พบกัน เธอ และ ฉัน ไม่ เคย ต้อง ไกล ใน วันนี้ ฉัน ต้อง เผชิญ ความ ไหว สั่น อยู่ ภายในใจ กลัว การ ที่ เรา ไกล กัน กลัว ว่า ใจ จะ เปลี่ยน ผัน ไป ฝน พรำ เปรียบเหมือน ครั้ง ฉัน พบ เธอ แววตา ของ เธอ ยังคง ติด ตรึง ใน ใจ ไม่ ลืม รัก เรา ยัง ไม่ เก่า ลง ใช่ไหม หรือ กาลเวลา หมุน ไป เปลี่ยนใจ เธอ เป็น อีก ดวง เธอ เธอ ยัง คิดถึง ฉัน ไหม เมื่อ สอง เรา นั้น ยังคง ห่างไกล เมื่อ เวลา พา เรา ให้ ไกล กัน รู้ บ้าง ไหม คน ไกล ยังคง หวั่นไหว เมื่อ เขา มองดู ภาพ เธอ ทีไร น้ำตา มัน ยัง ไหล ออกมา หยาดน้ำค้าง ใน ยามเช้า กับ ลมหนาว จับใจ สาย ลมโชย อ่อน พัดพา ความรัก ฉัน ไป ส่ง ถึงใจ เธอ ที อื้ม เธอ เธอ ยัง คิดถึง ฉัน ไหม เมื่อ สอง เรา นั้น ยังคง ห่างไกล เมื่อ เวลา พา เรา ให้ ไกล กัน รู้ บ้าง ไหม คน ไกล ยังคง หวั่นไหว เมื่อ เขา มองดู ภาพ เธอ ทีไร น้ำตา มัน ยัง ไหล ออกมา กาลเวลา อาจ ทำให้ ใจ คนเรา เปลี่ยน ผัน ใน วัน ต้อง ไกล แต่ ฉัน ยังคง มี แต่ เธอ อยู่ ใน หัวใจ เสมอ เธอ เธอ ยัง คิดถึง ฉัน ไหม เมื่อ สอง เรา นั้น ยังคง ห่างไกล เมื่อ เวลา พา เรา ให้ ไกล กัน รู้ บ้าง ไหม คน ไกล ยังคง หวั่นไหว เมื่อ เขา มองดู ภาพ เธอ ทีไร น้ำตา มัน ยัง ไหล ออกมา เย้ เย ฮู้ ว เมื่อ เขา มองดู ภาพ เธอ ทีไร น้ำตา มัน ยัง ไหล,เธอ,cocktail
เนิ่นนาน ที่ เรา มอง ตา กัน ใน แววตา คู่ นั้น เหมือน เธอ ไม่ มั่นใจ เธอ สงสัย เรื่อง ใด สายตา ของ เธอ บอก บอ กว่า เธอ ไม่ มั่นใจ เรา คบ กัน มา เป็น ปี จาก วันนั้น ถึง วันนี้ เธอ ยัง คิด อะไร เธอ อยาก รู้เรื่อง ใด ขอ เธอ จง ถามไถ่ เธอ อย่า ทำ หน้า อย่างนั้น ความรัก ฉัน ไม่ เคย เลือนลาง ไม่ เคย จางหาย ไม่ เคย จาง ไกล ความคิดถึง ไม่ เคย จาง ไป จาก ใจ ฉัน มี แต่ เธอ เสมอ ความรัก ของ ฉัน ไม่ เปลี่ยนไป ไหน ความคิดถึง ฉัน ยัง ไม่ แปร เปลี่ยนไป เพราะ ฉัน รัก เธอ รัก เธอ มาก สัก เท่าไร ใจ ของ ฉัน จะ เป็น ของ เธอ เสมอ แม้ เวลา ผ่าน เป็น ปี จาก นาที แห่ง นี้ ไป จน นิรันดร์ เพราะ ฉัน รัก เธอ มาก เกิน กว่า ชีวิต ฉัน โปรด จำไว้ ว่า ใจ ฉัน เป็น ของ เธอ เรา สอง แม้ จะ แตกต่าง แต่ ชะตา ปลายทาง ยัง ให้ เรา มา เจอ ชีวิต ฉัน แม้ มัน จะ ไม่ ได้ เลิศเลอ โปรด เถิด เธอ จง รู้ ไว้ ความรัก ฉัน ไม่ เคย เลือนลาง ไม่ เคย จางหาย ไม่ คลาย เคลื่อน ไป เพราะ รักแท้ จะ ไม่ จาง ไป จาก ใจ ฉัน มี แต่ เธอ เสมอ ความรัก ของ ฉัน ไม่ เปลี่ยนไป ไหน ความคิดถึง ฉัน ยัง ไม่ แปร เปลี่ยนไป เพราะ ฉัน รัก เธอ รัก เธอ มาก สัก เท่าไร ใจ ของ ฉัน จะ เป็น ของ เธอ เสมอ แม้ เวลา ผ่าน เป็น ปี จาก นาที แห่ง นี้ ไป จน นิรันดร์ เพราะ ฉัน รัก เธอ มาก เกิน กว่า ชีวิต ฉัน โปรด จำไว้ ว่า ใจ ฉัน เป็น ของ เธอ ความรัก ฉัน ไม่ เคย เลือนลาง ไม่ เคย จางหาย ไม่ คลาย เคลื่อน ไป เพราะ รักแท้ ไม่ เคย จาง ไป จาก ใจ ฉัน มี แต่ เธอ เสมอ ความรัก ของ ฉัน ไม่ เปลี่ยนไป ไหน ความคิดถึง ฉัน ยัง ไม่ แปร เปลี่ยนไป เพราะ ฉัน รัก เธอ รัก เธอ มาก สัก เท่าไร ใจ ของ ฉัน จะ เป็น ของ เธอ เสมอ แม้ เวลา ผ่าน เป็น ปี จาก นาที แห่ง นี้ ไป จน นิรันดร์ เพราะ ฉัน รัก เธอ มาก เกิน กว่า ชีวิต ฉัน โปรด จำไว้ ว่า ใจ ฉัน เป็น ของ เธอ,เรา,cocktail
พยายาม จะ เป็น ให้ได้ ดัง ตั้งใจ และ ความตั้งใจ ของ ฉัน คือ การ ได้ ใกล้ เธอ เฝ้าคอย นับวัน ที่จะ เจอ เขยิบ เข้าไป ให้ ใกล้ เธอ เสมอ แต่ ความเป็นจริง มี ใคร หลาย คน ไม่ ต่างกัน เฝ้าคอย แข่งขัน ประลอง หัวใจ มอบให้ เธอ เธอ คือ จุดหมายปลายทาง ของ ใจ ของ ใครต่อใคร ที่ เขา ต้องการ จะ ใกล้ เธอ ฉัน ก็ เป็น คน หนึ่ง ไม่ ต่าง ที่หวัง จะ เป็นเจ้าของ หัวใจ หวัง ว่า เธอ จะ มอง กลับมา และ รู้ ว่า ฉัน เอง คิด กับ เธอ เช่นไร โปรด จง รู้ ว่าที่ ฉัน ทำ ลง ไป ฉัน ทำ ไป เพื่อ ใคร โปรด จง เห็น ทุก ความตั้งใจ ฉัน พร้อม ทุ่มเท ขนาด ไหน หยาดเหงื่อ ฉัน ยินดี เสีย ไป น้ำตา ฉัน ยินดี ริน ไหล ฉันนั้น รัก เธอ จน หมดใจ และ ฉัน รัก เธอ มาก เท่าไร โปรด จง รู้ แต่ ความเป็นจริง มี ใคร หลาย คน ไม่ ต่างกัน เฝ้าคอย แข่งขัน ประลอง หัวใจ มอบให้ เธอ เธอ คือ จุดหมายปลายทาง ของ ใจ ของ ใครต่อใคร ที่ เขา ต้องการ จะ ใกล้ เธอ ฉัน ก็ เป็น คน หนึ่ง ไม่ ต่าง ที่หวัง จะ เป็นเจ้าของ หัวใจ หวัง ว่า เธอ จะ มอง กลับมา และ รู้ ว่า ฉัน เอง คิด กับ เธอ เช่นไร โปรด จง รู้ ว่าที่ ฉัน ทำ ลง ไป ฉัน ทำ ไป เพื่อ ใคร โปรด จง เห็น ทุก ความตั้งใจ ฉัน พร้อม ทุ่มเท ขนาด ไหน หยาดเหงื่อ ฉัน ยินดี เสีย ไป น้ำตา ฉัน ยินดี ริน ไหล ฉันนั้น รัก เธอ จน หมดใจ และ ฉัน รัก เธอ มาก เท่าไร โปรด จง รู้ ว่า รัก ของ ฉันนั้น มัน อยู่ เหนือกว่า ศรัทธา ไม่ อ่อนล้า และ กาลเวลา ไม่ อาจจะ ทำให้ หวั่นไหว ไม่ เคย เป็น สอง ไม่ รอง ใคร ไม่ เคย พ่ายแพ้ แม้ หน้า ไหน ฉันนั้น รัก เธอ จน หมดใจ และ ฉัน รัก เธอ มาก เท่าไร โปรด จง รู้ โปรด จง รู้ ว่าที่ ฉัน ทำ ลง ไป ฉัน ทำ ไป เพื่อ ใคร โปรด จง เห็น ทุก ความตั้งใจ ฉัน พร้อม ทุ่มเท ขนาด ไหน หยาดเหงื่อ ฉัน ยินดี เสีย ไป น้ำตา ฉัน ยินดี ริน ไหล ฉันนั้น รัก เธอ จน หมดใจ และ ฉัน รัก เธอ มาก เท่าไร โปรด จง รู้ ว่า รัก ของ ฉันนั้น มัน อยู่ เหนือกว่า ศรัทธา ไม่ อ่อนล้า และ กาลเวลา ไม่ อาจจะ ทำให้ หวั่นไหว ไม่ เคย เป็น สอง ไม่ รอง ใคร ไม่ เคย พ่ายแพ้ แม้ หน้า ไหน เพราะ ฉัน รัก เธอ จน หมดใจ และ ฉัน รัก เธอ มากกว่า ใคร โปรด จง รู้,ไม่เป็นรอง,cocktail
โปรด อย่า มอง มา มัน ทำให้ ใจ ของ ฉันนั้น เริ่ม รู้สึก ไม่ เคย คิด เลย ว่า ต้อง มีใจ ให้ คน ที่ ไม่ เคย นึกถึง อ่ะ สายตา คู่ นั้น มัน เกินไป ฮุฮู เธอ ทำให้ ความคิด ของ ฉัน ร้อน เหมือน ไฟ ฮู้ จะ ทนไม่ไหว แล้ว แต่ ติด ที่ ใจ ของ ฉัน ไม่ กล้า เข้าไป ไม่ กล้า จะ บอก หาก ปล่อย ให้ เธอ ผ่าน ไป คงจะ ไม่ ดี แต่ จะ ให้ คว้า เธอ เอาไว้ กลัว ไม่ เป็น ดั่ง ใจ หาก พรุ่งนี้ ฉัน ต้อง เห็น เธอ ไป รัก ใคร คง ไม่ ดี คง ไม่ ดี คง ไม่ ดี ไม่ ดี เลย หนา สายตา แบบนี้ ทำให้ ฉัน เข้าใจผิด มัน ทำให้ คน อย่าง ฉัน เริ่ม คิด กับ เธอ เริ่ม ไม่ เหมือนเดิม อ่ะ สายตา คู่ นั้น มัน เกินไป ฮุฮู เธอ ทำให้ ความคิด ของ ฉัน ร้อน เหมือน ไฟ ฮู้ จะ ทนไม่ไหว แล้ว แต่ ติด ที่ ใจ ของ ฉัน ไม่ กล้า เข้าไป ไม่ กล้า จะ บอก หาก ปล่อย ให้ เธอ ผ่าน ไป คงจะ ไม่ ดี แต่ จะ ให้ คว้า เธอ เอาไว้ กลัว ไม่ เป็น ดั่ง ใจ หาก พรุ่งนี้ ฉัน ต้อง เห็น เธอ ไป รัก ใคร คง ไม่ ดี คง ไม่ ดี คง ไม่ ดี หาก ถ้า ปล่อย ให้ เธอ ผ่าน ไป คงจะ ไม่ ดี แต่ จะ ให้ คว้า เธอ เอาไว้ กลัว ไม่ เป็น ดั่ง ใจ คง ดี ถ้า คน อย่าง ฉัน กล้า จะ พูด ไป กับ เธอ นั้น จะ คิด เหมือนกัน ไหม อ้า ฮ้า ฮา สายตา คู่ นั้น มัน เกินไป เธอ ทำให้ ความคิด ของ ฉัน ร้อน เหมือน ไฟ จะ ทนไม่ไหว แล้ว แต่ ติด ที่ ใจ ของ ฉัน ไม่ กล้า เข้าไป ไม่ กล้า จะ บอก หาก ปล่อย ให้ เธอ ผ่าน ไป คงจะ ไม่ ดี แต่ จะ ให้ คว้า เธอ เอาไว้ กลัว ไม่ เป็น ดั่ง ใจ หาก พรุ่งนี้ ฉัน ต้อง เห็น เธอ ไป รัก ใคร คง ไม่ ดี คง ไม่ ดี คง ไม่ ดี หาก ถ้า ปล่อย ให้ เธอ ผ่าน ไป คงจะ ไม่ ดี แต่ จะ ให้ คว้า เธอ เอาไว้ กลัว ไม่ เป็น ดั่ง ใจ คง ดี ถ้า คน อย่าง ฉัน กล้า จะ พูด ไป กับ เธอ นั้น จะ คิด เหมือนกัน ไหม อ้า ฮ้า ฮา,17,Dept
หาก ใจ เธอ จากไป แล้ว ทำไม ยังอยู่ ตรงนี้ ฝืน ตัวเอง หรือเปล่า ตอบ ฉัน ได้ ไหม คนดี หาก การ ไป จาก ตรงนี้ ทำให้ เธอ รู้สึก ดี ขอ แค่ เพียง เธอ บอก ฉัน จะ ได้ ไม่ รอ ถ้า รู้สึก ไม่ เหมือนก่อน พูด มัน มา เลย ได้ ไหม อย่า ปล่อย ให้ ฉัน ได้ แต่ บอ กว่า รัก ถ้า เธอ นั้น ไม่ต้องการ ฝืน ไป คง ไม่ มีหวัง เพราะ ใน ตอนนี้ คง ต้อง บอกลา แล้ว ถ้า รู้สึก ไม่ เหมือนก่อน พูด มัน มา เลย ได้ ไหม อย่า ปล่อย ให้ ฉัน ได้ เฝ้ารอ รัก ลืม ทุก ๆ อย่าง ไป ซะ ดีกว่า ตอนนี้ เธอ ต้อง บอกลา แล้ว รอ จน ไม่ มี แรง เหลือ ให้ ไป ต่อ คง ไม่ ไหว ไม่ต้อง ห่วง ฉัน หรอก เธอ แค่ ตัดสินใจ ถ้า รู้สึก ไม่ เหมือนก่อน พูด มัน มา เลย ได้ ไหม อย่า ปล่อย ให้ ฉัน ได้ แต่ บอ กว่า รัก ถ้า เธอ นั้น ไม่ต้องการ ฝืน ไป คง ไม่ มีหวัง เพราะ ใน ตอนนี้ คง ต้อง บอกลา แล้ว ถ้า รู้สึก ไม่ เหมือนก่อน พูด มัน มา เลย ได้ ไหม อย่า ปล่อย ให้ ฉัน ได้ เฝ้ารอ รัก ลืม ทุก ๆ อย่าง ไป ซะ ดีกว่า ตอนนี้ เธอ ต้อง บอกลา แล้ว ลืม ทุก ๆ อย่าง ที่ เคย สัญญา ไป ซะ ดีกว่า อย่า เสียเวลา ทิ้ง ทุก ๆ อย่าง ไป พร้อม น้ำตา อยู่ ตรงนี้ เธอ คง เสียเวลา,คงต้องบอกลาแล้ว,Dept
หรือว่า ฉัน ก็ ควร รู้ตัว ที่ คุย กัน อยู่ อย่างนี้ ไม่ มี สัญญา น ที่ ดี ให้ กัน มา ตั้ง เก้า เดือน กว่า เธอ คิด กับ ฉัน แค่ เพื่อน ล่ะ มั้ง เอ๊ะ แต่ เรา ก็ เที่ยว ด้วยกัน จะ กินข้าว หรือ ดู หนัง ไหนจะ รอยยิ้ม ที่ เธอ ให้ ฉัน มัน ก็ ไม่ ธรรมดา คง ดี ถ้า เธอ ยอม พูด ออกมา รบกวน บอก ฉัน ถ้า เธอ ก็ รู้สึก ดี ที่ ฉัน อยู่ ตรงนี้ ไม่ ไกล เผื่อว่า คน แบบ ฉัน จะ ต้อง เผื่อ ใจ จะ ได้ รู้ หรือว่า ฉันนั้น ควรจะ พูด ก่อน ดี เธอ นั้น จะ ได้ ลอง คิดดู ไม่ กล้า เปิด ก่อน เดี๋ยว รู้ ความจริง รบกวน ช่วย บอก ฉัน ที เอ๊ะ แล้ว เขา คน นั้น เป็น ใคร เธอ ไป ตรงนั้น ตอน ไหน แล้ว เขา สำคัญ อะไร ยังไง เธอ คุย ด้วย นาน จัง หว่า สงสัย คง คนรู้จัก ล่ะ มั้ง เอ๊ะ แต่ มัน ก็ น่าสงสัย รอยยิ้ม ที่ เธอ ให้ เขา ตั้งใจ จ้อง ดูดี ดี บางที มัน ก็ ไม่ ธรรมดา เรื่อง มัน ชักจะ คุ้น คุ้น ล่ะ ห น่า รบกวน บอก ฉัน ถ้า เธอ ก็ รู้สึก ดี ที่ ฉัน อยู่ ตรงนี้ ไม่ ไกล เผื่อว่า คน แบบ ฉัน จะ ต้อง เผื่อ ใจ จะ ได้ รู้ หรือว่า ฉันนั้น ควรจะ พูด ก่อน ดี เธอ นั้น จะ ได้ ลอง คิดดู ไม่ กล้า เปิด ก่อน เดี๋ยว รู้ ความจริง รบกวน ช่วย บอก ฉัน ที รบกวน บอก ฉัน ถ้า เธอ ก็ รู้สึก ดี ที่ ฉัน อยู่ ตรงนี้ ไม่ ไกล เผื่อว่า คน แบบ ฉัน จะ ต้อง เผื่อ ใจ จะ ได้ รู้ หรือว่า ฉันนั้น ควรจะ พูด ก่อน ดี เธอ นั้น จะ ได้ ลอง คิดดู ไม่ กล้า เปิด ก่อน เดี๋ยว รู้ ความจริง รบกวน ช่วย บอก ฉัน ที รบกวน บอก ฉัน ถ้า เธอ ก็ รู้สึก ดี ที่ ฉัน อยู่ ตรงนี้ ไม่ ไกล เผื่อว่า คน แบบ ฉัน จะ ต้อง เผื่อ ใจ จะ ได้ รู้ หรือว่า ฉันนั้น ควรจะ พูด ก่อน ดี เธอ นั้น จะ ได้ ลอง คิดดู ไม่ กล้า เปิด ก่อน เดี๋ยว รู้ ความจริง รบกวน ช่วย บอก ฉัน ที,รบกวน,Dept
หาก ความรัก ที่ ศรัทธา เปรียบเสมือน แค่ เข้ามา ผ่าน ไป ดั่ง ฤดูกาล จด จำไว้ เพื่อ ลาจาก เมื่อ วันนั้น ถึง เวลา เธอ จะ หาย ไป ไม่ ย้อน มา แม้ ฉัน จะ เข้าใจ แล้ว ทุก ทุกอย่าง แต่ ไม่ เคย มี เลย สัก ทาง ที่จะ หยุด ให้ เธอ ไม่ ไป อ้อนวอน ไป กับ สายลม ช่วย พัด เธอ คืน ย้อน มา ก่อน ให้ เธอ อยู่ ตรงนี้ ต่อ ต่อไป ได้ ไหม ฮ้า ฮา แล้ว ความรัก ที่ มี ก็ หาย ผ่าน เมฆฝน และ ลม ที่ พัด ตาม กาลเวลา โลก ใบ นี้ ก็ ยังคง หมุน วน ความคิดถึง ให้ ผ่าน มา ว่า เธอ นั้น ได้ ผ่าน ไป แม้ ฉัน จะ เข้าใจ แล้ว ทุก ทุกอย่าง แต่ ไม่ เคย มี เลย สัก ทาง ที่จะ หยุด ให้ เธอ ไม่ ไป อ้อนวอน ไป กับ สายลม ช่วย พัด เธอ คืน ย้อน มา ก่อน ให้ เธอ อยู่ ตรงนี้ ต่อ ต่อไป ได้ ไหม ฮ้า ฮา หวัง ให้ เธอ รู้สึก เหมือน เมื่อวาน ลอง นึกถึง วันที่ ดี หวัง ให้ เธอ นั้น เก็บ ทุก ทุกอย่าง ฉัน เชื่อ ว่า เธอ ยังมี อยู่ หวัง ให้ เธอ หันกลับ ย้อน คืน มา แค่ มัน คง ไม่ มาก พอ หวัง ให้ ลม ช่วย ปลอบ ช่วย พัดพา,ฤดู,Dept
พอ มีทาง ไหม ที่ ฉัน จะ รั้ง ให้ เธอ เปลี่ยนใจ ฉัน จะ กอด เธอ เอาไว้ ไม่ ปล่อยไป แม้ว่า ครั้งนี้ ฉัน จะ ต้อง ทิ้ง ทุก ทุกสิ่ง ไป แต่ จะ ขอ เก็บ รัก เธอ ไว้ สุดท้าย ฉัน คง ต้อง ยอม ปล่อย ถ้า เธอ นั้น ไม่ต้องการ หาก ฉันนั้น พยายาม ให้ เรื่อง มัน ดีกว่า นี้ วันนี้ คง ดีกว่า นี้ ลา ลา ลา ฟัง อยู่ ไหม ฉัน แค่ ขอ เธอ กลับมา ฮ้า ฟัง อยู่ ไหม ฉัน แค่ ขอ เธอ กลับมา ฮ้า ลา ลา ลา พอ มีทาง ไหม ที่ ฉัน จะ รั้ง ให้ เธอ เปลี่ยนใจ ฉัน จะ กอด เธอ เอาไว้ ไม่ ปล่อยไป แม้ว่า ครั้งนี้ ฉัน จะ ต้อง ทิ้ง ทุก ทุกสิ่ง ไป แต่ จะ ขอ เก็บ รัก เธอ ไว้ ฟัง อยู่ ไหม ฉัน แค่ ขอ กลับมา ฮ้า ฟัง อยู่ ไหม ฉัน แค่ ขอ กลับมา ฮ้า ฟัง อยู่ ไหม ฉัน แค่ ขอ กลับมา ฮ้า ฟัง อยู่ ไหม ฉัน แค่ ขอ กลับมา ฮ้า,ลา ลา ลา,Dept
ใน วันที่ โลก ทั้ง ใบ บีบคั้น จนใจ ฉัน แหลก เรื่องราว ผู้คน ที่ ยัง เวียนวน คอย ทำร้าย ไม่ มี ผู้ใด เข้าใจ ใน วันที่ เธอ ไม่ อยู่ คอย ย้ำ เตือน ตัวเอง จากนี้ ไม่ เหมือนเดิม เมื่อ เธอ จากไป แสน ไกล แต่ อยาก ขอให้ เธอ อยู่ ด้วยกัน เหมือนก่อน อยาก ให้ เธอ กอด ฉัน ไว้ ให้ ใจ ที่ แตกสลาย คืน กลับมา อยาก ขอให้ เธอ อยู่ ตรงนี้ เหมือน เก่า โอบกอด ดวงใจ ที่ พังทลาย เก็บ จิตวิญญาณ ที่ หาย ไป ให้ กลับมา ยัง คิดถึง เธอ ทุกวัน ใน ใจ ฉัน ยัง ว่างเปล่า ยัง คิดถึง ถ้อยคำ ยัง จำ ทุก เรื่องราว เก็บ ไว้ ไม่ เคย หาย ไป แต่ อยาก ขอให้ เธอ อยู่ ด้วยกัน เหมือนก่อน อยาก ให้ เธอ กอด ฉัน ไว้ ให้ ใจ ที่ แตกสลาย คืน กลับมา อยาก ขอให้ เธอ อยู่ ตรงนี้ เหมือน เก่า โอบกอด ดวงใจ ที่ พังทลาย เก็บ จิตวิญญาณ ที่ หาย ไป ให้ กลับมา ทุก ทุก นาที ฉัน คิดถึง เธอ อยู่ ทุก ช่วงเวลา ทุก ลมหายใจ ทุก การ เดินทาง ทุก ความเป็นไป ฉัน คิดถึง เธอ อยาก ขอให้ เธอ อยู่ ด้วยกัน เหมือนก่อน อยาก ให้ เธอ กอด ฉัน ไว้ ให้ ใจ ที่ แตกสลาย คืน กลับมา อยาก ขอให้ เธอ อยู่ ตรงนี้ เหมือน เก่า โอบกอด ดวงใจ ที่ พังทลาย เก็บ จิตวิญญาณ ที่ หาย ไป ให้ กลับมา ทุก ทุก นาที ฉัน คิดถึง เธอ อยู่ ทุก ช่วงเวลา ทุก ลมหายใจ ทุก การ เดินทาง ทุก ความเป็นไป ฉัน คิดถึง เธอ,กลับมากอด,FREEHAND
